Model,Kilometers Driven,Year,Owner,Fuel Type,Transmission,Insurance,number_of_photos,Car Condition,Selling Price
MarutiAlto800,25478,2013,First Owner,Petrol,MANUAL,03/11/2021,14,46,224899
HondaMobilio1.5VI,88157,2014,Second Owner,Petrol,MANUAL,Expired,6,42,447399
ToyotaFortuner3.0MT,83299,2011,Second Owner,Diesel,MANUAL,31/08/2021,2,41,814299
ToyotaCorollaAltis1.8,63836,2009,Second Owner,Petrol,MH02,Comp,8,44,271599
MarutiRitzVXIBS,52410,2014,First Owner,Petrol,MANUAL,11/10/2021,7,42,456999
MarutiWagonR1.0,43966,2014,Second Owner,Petrol,MANUAL,Comp,6,45,290699
MarutiAlto800,30506,2012,First Owner,Petrol,MANUAL,02/01/2022,6,41,221399
HondaBrio1.2SMTI,84765,2014,First Owner,Petrol,MANUAL,14/07/2021,8,43,320912
MarutiAlto800,48279,2015,First Owner,Petrol,MANUAL,30/11/2021,1,46,279499
Hyundaii20SPORTZO1.4,93484,2011,First Owner,Diesel,MANUAL,17/06/2021,5,41,282199
MahindraXUV500W8,100097,2013,Third Owner,Diesel,MANUAL,11/08/2021,1,39,462542
MarutiAlto,28345,2010,First Owner,Petrol,MANUAL,04/08/2021,6,43,229799
HondaJazz1.2V,84427,2016,First Owner,Petrol,MANUAL,06/04/2021,34,45,435399
MarutiSwift,22607,2015,First Owner,Petrol,MANUAL,14/12/2021,8,47,477399
MarutiSX4,96436,2011,First Owner,Diesel,MANUAL,14/04/2021,5,41,323699
MarutiSwiftDzire,63396,2008,First Owner,Petrol,MANUAL,27/07/2021,9,4,168099
HondaAmaze1.5SMTI,80701,2013,First Owner,Diesel,MANUAL,16/01/2021,15,44,321799
MarutiRitz,168605,2011,First Owner,Diesel,MANUAL,10/03/2021,9,38,195899
Hyundaii10ERA1.1,23707,2012,First Owner,Petrol,MANUAL,Expired,1,44,327499
MarutiBalenoDELTA1.2,15272,2017,First Owner,Petrol,MANUAL,20/04/2021,1,46,565599
MarutiRitz,56902,2011,Second Owner,Diesel,MANUAL,Expired,11,42,200299
MarutiSwiftVDI,45203,2017,First Owner,Diesel,MANUAL,Expired,8,41,564399
RenaultKwid1.0,32036,2017,First Owner,Petrol,MANUAL,28/11/2021,6,47,315799
MarutiSwiftDzireVDIBS,126440,2015,First Owner,Diesel,MANUAL,13/09/2021,7,45,392199
RenaultKwid,90197,2016,Second Owner,Petrol + CNG,MANUAL,26/06/2021,6,42,174461
MarutiWagonR1.0,80357,2010,First Owner,Petrol,MANUAL,09/10/2021,6,45,198399
ToyotaInnova2.5GX7STRBS,69047,2013,First Owner,Diesel,MANUAL,18/11/2021,10,45,652519
HyundaiEonDLITE,40570,2014,First Owner,Petrol,MANUAL,17/05/2021,17,4,189799
MarutiRitz,91250,2011,Second Owner,Diesel,MANUAL,02/12/2021,18,42,225120
MahindraXUV500W6,57525,2014,First Owner,Diesel,MANUAL,18/05/2021,19,42,517199
MarutiErtiga,135793,2013,First Owner,Diesel,MANUAL,28/11/2021,7,42,468380
MarutiAlto800,60362,2018,Second Owner,Petrol,MANUAL,22/07/2021,13,44,297999
MarutiSwift,83580,2014,First Owner,Diesel,MANUAL,06/08/2021,10,48,383399
HyundaiVernaFLUIDIC1.6SX,61895,2013,First Owner,Diesel,MANUAL,24/10/2021,9,41,87
HyundaiGrandi10Sportz1.2,38023,2017,First Owner,Diesel,MANUAL,30/12/2020,13,48,412999
MGHECTORSHARPDCT,10104,2019,First Owner,Petrol,MH04,Third_party,5,49,1708199
MarutiSwiftDzireVXI1.2BS,63385,2013,First Owner,Petrol,MANUAL,03/02/2021,18,45,403999
MarutiBalenoDELTA1.2,33603,2016,First Owner,Petrol,MANUAL,27/09/2021,11,44,550399
Hyundaii10MAGNA1.2,33734,2011,Second Owner,Petrol,MANUAL,13/12/2021,10,42,254699
HyundaiSantroXing,40542,2008,Third Owner,Petrol,MANUAL,07/10/2021,6,4,182811
Hyundaii10MAGNA,36942,2010,Second Owner,Petrol,MANUAL,27/04/2021,6,46,202499
HyundaiVernaFLUIDIC1.6SX,115055,2013,First Owner,Diesel,MANUAL,17/11/2021,5,42,476499
MarutiSX4,155467,2011,First Owner,Diesel,MANUAL,30/06/2021,7,42,186699
ToyotaEtios,121820,2012,First Owner,Diesel,MANUAL,Expired,4,4,331599
RenaultKwidRXT,23757,2015,First Owner,Petrol,MANUAL,22/11/2021,6,41,264899
HondaCityVMT,45103,2012,Second Owner,Petrol,MANUAL,26/04/2021,10,42,483999
HondaBrio1.2VXMTI,1774,2014,First Owner,Petrol,MANUAL,25/09/2021,6,42,394899
MarutiSwiftVDI,52490,2015,First Owner,Diesel,MANUAL,21/05/2021,4,43,442799
Hyundaii20MAGNAO,50918,2012,First Owner,Petrol,MANUAL,22/01/2021,11,43,303999
FordFigo1.4EXI,66600,2012,Second Owner,Diesel,MANUAL,10/07/2021,4,41,292699
Hyundaii10ERA1.1,65231,2010,Second Owner,Petrol,MANUAL,15/08/2021,6,4,277399
MarutiCiazALPHA1.3DDIS,83592,2017,First Owner,Diesel,MANUAL,26/07/2021,6,42,696899
Hyundaii20MAGNA1.2,34599,2010,First Owner,Petrol,MANUAL,26/02/2021,18,43,245199
HondaBrio1.2SMTI,32152,2014,Second Owner,Petrol,MANUAL,03/03/2021,8,46,289699
HondaCityVMT,138073,2012,First Owner,Petrol,MANUAL,21/03/2021,4,42,369700
MarutiSwiftDzire,106300,2013,First Owner,Diesel,MANUAL,21/07/2021,18,47,368595
MahindraXUV500W8,42214,2015,First Owner,Diesel,MANUAL,12/07/2021,2,44,795699
MarutiSwiftDzire,55169,2010,First Owner,Petrol,MANUAL,07/10/2021,8,43,222799
ToyotaCorollaH21.8,131267,2008,Third Owner,Petrol,MANUAL,26/06/2021,9,39,118999
HyundaiSantroXingGL,77358,2014,First Owner,Petrol + CNG,MANUAL,26/06/2021,8,45,286533
MarutiAltoK10,67346,2012,First Owner,Petrol,MANUAL,24/09/2021,5,44,263625
MarutiCelerioVXI,17382,2014,First Owner,Petrol,AUTOMATIC,28/09/2021,9,49,407092
Hyundaii20ASTA,24598,2012,First Owner,Petrol,MANUAL,22/02/2021,3,43,343399
Hyundaii10MAGNA1.2,63082,2013,First Owner,Petrol,MANUAL,03/10/2021,27,45,387599
FordFigo1.2ZXI,44624,2010,First Owner,Petrol,MANUAL,21/10/2021,3,44,148899
MarutiAlto800,36483,2013,First Owner,Petrol,MANUAL,05/02/2021,6,43,242899
HyundaiVernaFLUIDIC1.6SX,54675,2013,Second Owner,Petrol,MANUAL,16/06/2021,14,42,537599
Hyundaii10SPORTZ1.1,36271,2014,First Owner,Petrol + CNG,MANUAL,21/12/2020,28,41,297699
HondaCityVMT,58561,2017,Second Owner,Petrol,MANUAL,Zero_Dep,19,47,705899
MarutiAlto800,65775,2013,Second Owner,Petrol,MANUAL,27/06/2021,5,45,213426
MarutiSwift,121591,2010,First Owner,Petrol,MANUAL,23/03/2021,7,41,200899
MarutiAlto,84335,2008,First Owner,Petrol,MANUAL,18/01/2022,11,39,170036
MarutiSwiftDzireVXI1.2BS,46846,2012,First Owner,Petrol,MANUAL,28/03/2021,7,42,379699
Hyundaii10ERA1.1,22030,2012,First Owner,Petrol,MANUAL,27/06/2021,8,38,339199
MahindraScorpio,6184,2020,First Owner,Diesel,MANUAL,19/03/2021,9,49,1563499
HondaBrio1.2SMTI,52789,2012,First Owner,Petrol,MANUAL,19/06/2021,15,43,299999
MarutiWagonR1.0,65475,2012,First Owner,Petrol,MANUAL,27/08/2021,23,43,219599
Hyundaii20MAGNAO,84927,2011,First Owner,Petrol,MANUAL,27/02/2021,10,43,293699
HondaBrio1.2SMTI,55782,2012,Second Owner,Petrol,MANUAL,26/05/2021,5,41,279899
MarutiNewWagon-R1.0LXI,4681,2019,First Owner,Petrol,MH14,Third_party,10,49,482199
MarutiSX4,121434,2012,First Owner,Diesel,MANUAL,14/03/2021,28,41,207199
VolkswagenVentoHIGHLINETDI,78609,2015,First Owner,Diesel,AUTOMATIC,03/12/2021,11,42,577499
MarutiAltoK10,28261,2017,First Owner,Petrol,MANUAL,29/06/2021,8,46,395399
Hyundaii10ASTA1.2,75789,2013,Second Owner,Petrol,MANUAL,05/09/2021,8,44,308899
MarutiSwift,49117,2013,First Owner,Diesel,MANUAL,30/10/2021,25,45,383299
FordFigo1.2ZXI,92076,2013,First Owner,Petrol,MANUAL,02/06/2021,8,42,224999
MarutiBalenoDELTA1.2,22676,2018,First Owner,Petrol,MANUAL,23/01/2021,7,46,557499
MarutiSwift,64839,2013,Second Owner,Diesel,MANUAL,13/08/2021,2,43,420099
VolkswagenVentoHIGHLINETDI,65828,2015,First Owner,Diesel,AUTOMATIC,07/08/2021,12,45,613299
FordEcosport1.5TITANIUM,80990,2014,Second Owner,Diesel,MANUAL,28/06/2021,5,42,534199
MarutiZenEstilo,54603,2009,First Owner,Petrol,MANUAL,25/10/2021,28,44,201799
HondaAmaze1.5SXMTI,75678,2014,Second Owner,Diesel,MANUAL,26/09/2021,12,42,286499
MahindraXUV3OO,17468,2019,First Owner,Diesel,MH04,Zero_Dep,11,48,86
MahindraXUV500W6,98755,2013,First Owner,Diesel,MANUAL,13/02/2021,16,45,605899
HondaCityVXMT,17206,2017,First Owner,Petrol,MANUAL,30/03/2021,11,49,827599
MarutiSwiftDzire,69157,2013,First Owner,Diesel,MANUAL,25/02/2021,7,44,486699
MarutiWagonR1.0LXI,227458,2013,First Owner,Petrol + CNG,MANUAL,27/09/2021,13,4,286999
RenaultKwidRXT1.0EASY-R,39822,2016,First Owner,Petrol,MH46,Zero_Dep,7,45,308899
MarutiWagonR1.0,43955,2014,First Owner,Petrol,MANUAL,Expired,6,41,408299
Hyundaii20MAGNA1.4,81344,2013,Second Owner,Diesel,MANUAL,Comp,18,45,399499
MarutiRitz,36162,2013,First Owner,Diesel,MANUAL,30/10/2021,5,45,303399
MarutiRitzVXIBS,67572,2011,First Owner,Petrol,MANUAL,10/02/2021,14,43,182037
MarutiRitz,95739,2012,First Owner,Diesel,MANUAL,07/03/2021,8,41,362699
HondaCitySMT,176404,2008,First Owner,Petrol,MANUAL,29/11/2020,6,41,183799
HondaCity1.5EMT,97649,2009,First Owner,Petrol,DL3C,Expired,22,42,342999
MarutiSwift,113003,2012,First Owner,Diesel,MANUAL,25/05/2021,15,42,294399
HondaCityVXMT,26809,2016,First Owner,Petrol,MANUAL,21/06/2021,1,46,728599
MarutiRitzVXIBS,50103,2011,First Owner,Petrol,MANUAL,Expired,11,44,339499
MahindraBoleroPower+,56815,2017,First Owner,Diesel,MANUAL,21/04/2021,10,47,733899
HondaBrio1.2VMTI,57282,2013,First Owner,Petrol,MANUAL,22/08/2021,5,44,311999
VolkswagenVentoHIGHLINETDI,34969,2017,Second Owner,Diesel,AUTOMATIC,07/11/2021,5,48,867599
ToyotaEtiosLiva,116324,2014,First Owner,Diesel,MANUAL,05/09/2020,6,44,326899
NissanSunnyXV,131320,2012,First Owner,Diesel,MANUAL,16/01/2021,9,42,177099
MarutiSwiftLDIBS,39099,2012,First Owner,Diesel,MANUAL,11/12/2021,5,43,315299
Hyundaii10SPORTZ1.2,37127,2010,First Owner,Petrol,MANUAL,02/01/2021,11,45,345799
Hyundaii10MAGNA1.2,89090,2011,First Owner,Petrol,MANUAL,10/03/2021,8,42,211699
RenaultDusterRXZ110,67447,2019,First Owner,Diesel,MANUAL,21/04/2021,7,45,819999
Hyundaii10MAGNA,39351,2010,Second Owner,Petrol,MANUAL,30/08/2021,6,43,201699
HondaCityVMT,32790,2014,First Owner,Petrol,MANUAL,20/03/2021,17,44,683899
MarutiSwiftDzireVDIBS,81509,2012,First Owner,Diesel,MANUAL,17/03/2021,18,43,321199
FordEcosport1.5TITANIUMPLUSTIVCT,7407,2019,Second Owner,Petrol,MH03,Comp,5,49,994599
RenaultKwidCLIMBER1.0,8709,2017,First Owner,Petrol,KA05,Comp,7,49,474299
MarutiCelerio,18805,2017,First Owner,Petrol,MANUAL,Expired,3,46,356199
MarutiAlto,127175,2009,Second Owner,Petrol + CNG,MANUAL,13/10/2021,3,38,118499
ToyotaEtiosLiva,160408,2012,First Owner,Diesel,MANUAL,30/06/2021,4,45,263599
MarutiSwiftDzireVDIBS,77954,2012,Second Owner,Diesel,MANUAL,05/08/2021,10,42,314599
Hyundaii20MAGNAO,66721,2011,First Owner,Petrol,MANUAL,05/05/2021,12,43,286599
MarutiSwift,90030,2013,First Owner,Diesel,MANUAL,07/02/2021,12,43,319199
MarutiSwiftDzireVXI1.2BS,39309,2015,First Owner,Petrol,MANUAL,Expired,1,43,531299
TataTIGORRevotron,36731,2017,First Owner,Petrol,MANUAL,29/06/2021,9,48,475199
FordEcosport1.5TITANIUM,97654,2014,First Owner,Diesel,MANUAL,25/06/2021,9,37,531499
HyundaiGrandi10MAGNA1.2KAPPA,51461,2014,First Owner,Petrol,MANUAL,25/07/2021,8,44,309299
MarutiNewWagon-RLXICNG1.0,9704,2019,First Owner,Petrol + CNG,UP78,3rd Party,16,48,481899
ToyotaFortuner3.0MT,126624,2009,Third Owner,Diesel,MANUAL,06/09/2021,16,41,873802
RenaultKwidRXT1.0EASY-RAT,50387,2017,First Owner,Petrol,AUTOMATIC,26/09/2021,1,43,327499
VolkswagenVentoHIGHLINE,113856,2013,Second Owner,Petrol,MANUAL,25/10/2021,27,43,415670
RenaultDuster85PS,64727,2016,First Owner,Diesel,MANUAL,23/08/2021,6,43,544699
MarutiAlto800,72273,2013,First Owner,Petrol + CNG,MANUAL,14/03/2021,8,43,220999
HyundaiSantroXingGLS,54368,2011,First Owner,Petrol + LPG,MANUAL,10/09/2021,27,43,282899
MarutiAltoK10,28140,2011,Second Owner,Petrol,MANUAL,29/03/2021,7,41,182499
HyundaiGrandi10SPORTS1.2,9307,2015,First Owner,Petrol,MANUAL,05/01/2021,5,48,463299
MarutiSwiftZXI,72230,2008,First Owner,Petrol,MANUAL,03/10/2021,14,38,154799
VolkswagenJettaTRENDLINE2.0L,133425,2011,First Owner,Diesel,MANUAL,15/03/2021,1,42,308899
NissanTerranoXLOPT85,58233,2014,Second Owner,Diesel,MH01,Comp,27,44,456099
MarutiRitz,146452,2014,First Owner,Diesel,MANUAL,06/11/2021,6,4,348699
BMW3Series,59109,2015,First Owner,Diesel,AUTOMATIC,12/10/2021,2,47,1553699
HyundaiSantroXingXOERLXEURO,104893,2007,First Owner,Petrol,MANUAL,14/09/2021,2,38,199599
MarutiErtigaVDI,39203,2013,First Owner,Diesel,MANUAL,28/04/2021,9,46,495266
HyundaiElitei201.4CRDIASTA,54914,2017,First Owner,Diesel,MANUAL,12/07/2021,4,45,643599
MarutiSwiftDzireVXI,79096,2008,First Owner,Petrol,MANUAL,05/11/2021,9,42,175899
HondaWR-V1.2i-VTECVX,16683,2017,First Owner,Petrol,MANUAL,06/04/2021,4,47,691899
RenaultKwid1.0RXT,54717,2016,Second Owner,Petrol,MANUAL,18/03/2021,12,43,261599
HyundaiVernaFLUIDIC1.6CRDISXOPT,95050,2013,Third Owner,Diesel,AUTOMATIC,26/05/2021,10,43,386799
MarutiWagonR1.0,94507,2013,First Owner,Petrol,MANUAL,05/01/2022,4,41,269299
Hyundaii20SPORTZ1.2,61842,2013,First Owner,Petrol,MANUAL,09/08/2021,18,43,33
Hyundaii20MAGNAO,33023,2013,First Owner,Petrol,MANUAL,20/09/2021,8,44,318736
MercedesBenzEClassE250,32376,2010,Second Owner,Petrol,MANUAL,22/03/2021,13,4,608699
MarutiAltoK10,128065,2011,First Owner,Petrol,MANUAL,31/03/2021,8,43,178299
MarutiEeco5STRWITHACPLUS,79616,2016,First Owner,Petrol + CNG,DL5C,Comp,6,47,246599
VolkswagenVentoHIGHLINE,80466,2011,First Owner,Petrol,MANUAL,03/02/2021,10,42,251899
MarutiWagonR1.0,6863,2011,First Owner,Petrol,MANUAL,Expired,11,43,346299
HyundaiSantroXing,67985,2010,First Owner,Petrol,MANUAL,18/08/2020,5,4,181499
HyundaiCreta1.6SXAT,44510,2018,First Owner,Diesel,HR51,Zero_Dep,5,42,1399530
MarutiWagonR1.0LXI,90201,2012,Second Owner,Petrol + CNG,MANUAL,08/10/2020,13,4,218299
MarutiWagonR1.0,27325,2014,First Owner,Petrol,MANUAL,20/07/2021,20,46,330398
VolkswagenPoloHIGHLINE1.5L,86855,2015,First Owner,Diesel,MANUAL,Expired,19,43,367499
MarutiSwift,45589,2013,First Owner,Petrol,MANUAL,19/02/2021,18,41,355799
MarutiAlto800,44876,2013,Second Owner,Petrol,MANUAL,29/10/2021,7,43,242399
AudiA62.0TDIPREMIUM,91533,2012,Second Owner,Diesel,AUTOMATIC,27/09/2021,24,46,1092599
MarutiWagonR1.0,115194,2010,First Owner,Petrol,MANUAL,11/12/2020,11,43,171599
MarutiCelerio,31415,2015,Third Owner,Petrol,MANUAL,06/04/2021,16,45,339099
ToyotaCorollaAltisD4D,79126,2013,First Owner,Diesel,MANUAL,28/06/2021,7,42,553264
HondaBrio1.2SMTI,46727,2015,Third Owner,Petrol,MANUAL,30/08/2021,13,43,411398
Hyundaii10ERA1.1,144628,2010,Second Owner,Petrol + CNG,MANUAL,14/05/2021,2,38,160099
MarutiAltoK10,70413,2011,First Owner,Petrol,MANUAL,25/03/2021,3,42,221699
HondaJazz1.2V,42651,2016,First Owner,Petrol,AUTOMATIC,29/07/2021,4,45,572899
HyundaiNEWSANTROASTA1.1,2099,2018,First Owner,Petrol,KA03,Comp,5,49,539099
HyundaiGrandi10SPORTS1.2,54472,2017,First Owner,Petrol,MANUAL,11/02/2021,10,46,444099
MarutiAlto800,28126,2016,Second Owner,Petrol,MANUAL,02/08/2021,2,45,272999
MarutiSwiftDzireVXI1.2BS,69541,2012,First Owner,Petrol,MANUAL,09/02/2021,6,46,333624
MahindraScorpioS6,27807,2015,First Owner,Diesel,MANUAL,07/11/2021,4,46,740399
MarutiWagonR,23030,2009,Second Owner,Petrol,MANUAL,16/09/2021,6,46,142117
HondaCitySMT,70901,2011,Third Owner,Petrol,MANUAL,15/01/2021,7,44,314999
MarutiRitz,24635,2011,First Owner,Petrol,MANUAL,25/03/2021,4,41,210699
MarutiIGNISDELTA1.2K12,39254,2017,First Owner,Petrol,AUTOMATIC,04/06/2021,26,46,532599
MarutiAltoK10,15551,2017,Second Owner,Petrol,MANUAL,21/09/2021,4,48,312699
HondaAmaze1.2SATI,30329,2017,First Owner,Petrol,AUTOMATIC,13/06/2020,8,48,578340
MarutiSwift,92498,2014,First Owner,Diesel,MANUAL,17/07/2021,5,42,399099
HondaBrio1.2EXMTI,57063,2012,First Owner,Petrol,MANUAL,27/12/2021,26,43,253099
MarutiSwiftDzireVDIBS,48585,2012,First Owner,Diesel,MANUAL,Expired,5,49,379020
MarutiBalenoDELTA1.2,33849,2018,First Owner,Petrol,MANUAL,Expired,8,48,53
MarutiDzire,52827,2018,First Owner,Diesel,MANUAL,15/07/2021,4,47,754799
HyundaiGrandi10SPORTZ1.2KAPPA,76685,2016,First Owner,Petrol,MANUAL,11/04/2021,9,44,469799
ToyotaInnova2.5VX7STRBS,227391,2014,First Owner,Diesel,MANUAL,12/02/2021,4,42,1155999
HyundaiCreta1.6SX(O),100803,2015,First Owner,Diesel,GJ06,Comp,5,42,845899
MarutiSwift,6073,2014,First Owner,Petrol,MANUAL,07/07/2021,27,45,427799
FordEcosport1.5TITANIUMTI,44368,2015,First Owner,Petrol,MANUAL,Expired,6,39,559299
MarutiSwiftDzireVXI,27093,2009,First Owner,Petrol,MANUAL,26/11/2020,6,42,231499
DatsunRediGoT,30380,2016,First Owner,Petrol,MANUAL,04/08/2021,6,46,233299
ToyotaCorollaAltis,96290,2012,First Owner,Petrol,MANUAL,07/02/2021,4,44,429999
MarutiSwift,108594,2012,First Owner,Petrol,MANUAL,Expired,5,4,297299
HyundaiCreta1.6SX,83869,2015,First Owner,Diesel,MH47,Expired,16,42,824499
MahindraScorpioSLEBS,50594,2012,First Owner,Diesel,MANUAL,09/06/2021,13,4,417420
MarutiSX4,48883,2009,Third Owner,Petrol,MANUAL,19/02/2021,8,41,228500
ToyotaCorollaAltis1.8,73413,2009,Second Owner,Petrol,DL3C,Comp,5,45,294099
MahindraScorpio,48040,2014,First Owner,Diesel,MANUAL,25/10/2021,8,45,894500
HondaCityVMT,34377,2013,First Owner,Petrol,MANUAL,31/03/2021,15,43,507199
VolkswagenVentoCOMFORTLINEMT,67198,2014,First Owner,Petrol,MANUAL,23/03/2021,6,43,317299
HondaCivic1.8V,90284,2010,First Owner,Petrol,MANUAL,Expired,12,43,258699
HondaWR-V1.2i-VTECVX,18331,2018,First Owner,Petrol,MANUAL,07/06/2021,6,49,819497
Hyundaii10MAGNA1.1,28046,2014,First Owner,Petrol,MANUAL,30/05/2021,12,46,285699
MarutiSwift,96207,2011,First Owner,Petrol,MANUAL,21/06/2021,6,43,262099
MarutiSwiftDzire,81824,2014,First Owner,Diesel,MANUAL,18/04/2021,1,49,419399
MarutiAlto800,2378,2018,First Owner,Petrol,MANUAL,04/11/2021,20,49,331599
MarutiAltoK10,49323,2012,First Owner,Petrol,MANUAL,22/01/2022,4,42,169831
HyundaiGrandi10SPORTZ1.2KAPPA,30367,2016,First Owner,Petrol,MANUAL,07/07/2021,6,46,454499
HondaCityZX1.5VTEC,139344,2008,First Owner,Petrol,MANUAL,08/10/2021,16,41,197099
HyundaiGrandi10SPORTZ1.2KAPPA,6891,2019,First Owner,Petrol,MANUAL,10/07/2021,5,49,584699
HyundaiGrandi10ASTA1.2KAPPA,60827,2015,First Owner,Petrol,MANUAL,02/11/2021,8,47,414399
Hyundaii20ASTA,23576,2014,First Owner,Petrol,MANUAL,06/03/2021,5,43,456099
HyundaiElitei20ASTA1.2DUAL,27247,2018,First Owner,Petrol,MANUAL,19/08/2021,7,46,793199
MarutiNewWagon-RLXICNG1.0,43853,2019,First Owner,Petrol + CNG,MH47,Comp,6,45,530299
VolkswagenVentoCOMFORTLINE,82081,2014,First Owner,Diesel,MANUAL,Expired,10,42,387899
TataNEXONXM,8526,2019,First Owner,Petrol,MANUAL,30/03/2022,12,5,684899
VolkswagenVentoHIGHLINE,81990,2013,First Owner,Petrol,MANUAL,08/10/2021,4,42,339299
HondaCitySMT,30786,2008,First Owner,Petrol,MANUAL,28/10/2021,4,44,252099
BMWX1SDRIVE,50513,2011,First Owner,Diesel,AUTOMATIC,23/01/2021,7,4,723499
MarutiVitaraBrezzaVDI,44476,2017,First Owner,Diesel,MANUAL,28/03/2021,18,48,830014
HondaBrio1.2SMTI,14999,2015,First Owner,Petrol,MANUAL,26/08/2021,4,45,401463
MarutiWagonR1.0,34399,2011,First Owner,Petrol,MANUAL,28/05/2021,13,43,228899
MarutiSwift,82725,2014,First Owner,Diesel,MANUAL,12/06/2021,8,41,372999
MarutiIGNISDELTA1.2,49227,2017,First Owner,Petrol,MANUAL,Zero_Dep,4,44,401599
VolkswagenPoloHIGHLINE1.6L,43117,2011,First Owner,Petrol,MANUAL,16/09/2021,2,42,347599
MarutiSwiftDzireVXI1.2BS,73981,2011,First Owner,Petrol,MANUAL,05/10/2021,11,42,247999
HyundaiSantroXingGL,70749,2012,First Owner,Petrol,MANUAL,29/12/2021,7,41,191299
HondaMobilio1.5SI,19010,2015,First Owner,Petrol,MANUAL,04/10/2021,7,48,486579
MarutiWagonR1.0LXI,52987,2012,Second Owner,Petrol + CNG,MANUAL,09/10/2021,4,44,265599
MarutiWagonR1.0,855881,2010,First Owner,Petrol,MANUAL,Expired,8,42,290899
HyundaiElitei20ASTA1.4,116652,2015,First Owner,Diesel,MANUAL,27/01/2021,7,43,589399
HyundaiEonMAGNA,68662,2015,Second Owner,Petrol + CNG,MANUAL,24/10/2021,3,44,276399
MarutiZenEstilo,42784,2010,First Owner,Petrol,MANUAL,14/05/2021,3,42,177499
MarutiAltoK10,62717,2011,Second Owner,Petrol,MANUAL,Expired,8,39,240199
RenaultKwidRXT,32464,2018,First Owner,Petrol,MANUAL,30/08/2021,5,47,296999
VolkswagenPoloHIGHLINE1.2L,30714,2013,First Owner,Petrol,MANUAL,30/10/2021,8,46,328013
MarutiSwift,22659,2012,First Owner,Petrol,MANUAL,02/01/2021,6,43,392599
FordFiestaTREND,94092,2011,Second Owner,Petrol,MANUAL,10/05/2021,4,41,266299
HyundaiGrandi10SPORTZ1.1CRDISPECIAL,39663,2014,First Owner,Diesel,HR26,Comp,6,45,347699
FordEcosport1.5TITANIUMTDCI,136004,2013,Third Owner,Diesel,MANUAL,Expired,14,44,422399
MarutiSwiftDzire,151356,2010,First Owner,Diesel,MANUAL,06/11/2021,5,41,329199
MarutiSX4,166925,2012,Second Owner,Diesel,MANUAL,28/02/2021,16,41,258799
HyundaiGrandi10Sportz(O)1.2,71996,2017,First Owner,Petrol,DL4C,Zero_Dep,17,46,389299
MarutiErtigaVDI,104187,2014,First Owner,Diesel,MANUAL,16/04/2021,17,43,447899
SkodaLauraELEGANCE2.0TDICR,187692,2011,Third Owner,Diesel,AUTOMATIC,26/03/2021,22,4,307499
MarutiAltoK10,94362,2010,Second Owner,Petrol,MANUAL,Expired,18,43,154899
HyundaiEonDLITE,41059,2013,First Owner,Petrol,MANUAL,15/01/2021,11,4,136799
MarutiWagonR1.0,46468,2014,Second Owner,Petrol,MANUAL,16/11/2021,9,46,388699
MarutiCiazALPHA1.5MTVVT,12269,2018,First Owner,Petrol,DL12,Third_party,6,49,962499
MarutiWagonR1.0LXI,52280,2017,First Owner,Petrol + CNG,MANUAL,02/08/2021,6,44,416499
MarutiBalenoDELTADDIS,27623,2018,First Owner,Diesel,MANUAL,12/02/2021,8,48,678499
TataNanoXT,30376,2014,First Owner,Petrol,MANUAL,12/04/2021,12,45,124999
MarutiWagonR1.0LXI,62589,2018,Second Owner,Petrol + CNG,MANUAL,29/05/2021,18,46,395899
MarutiCelerioVXI,136962,2014,Second Owner,Petrol,AUTOMATIC,18/07/2021,10,41,307699
HondaCitySVMT,22016,2017,Second Owner,Petrol,MANUAL,18/12/2021,17,47,64
BMW3Series,57079,2012,First Owner,Diesel,AUTOMATIC,15/04/2021,6,42,1042699
RenaultKwidRXT1.0EASY-R,11194,2017,First Owner,Petrol,KA50,Zero_Dep,6,47,420199
MarutiCelerioVXI,14225,2015,Second Owner,Petrol,AUTOMATIC,27/12/2021,6,42,401599
HondaJazz1.2V,18439,2016,First Owner,Petrol,AUTOMATIC,22/03/2021,1,46,626499
Hyundaii10MAGNA1.2,53501,2012,First Owner,Petrol + CNG,MANUAL,27/03/2021,25,4,253136
MarutiSwiftZXI+BS,24230,2018,First Owner,Petrol,KA03,Zero_Dep,10,49,723499
MarutiSwiftDzireVXI1.2BS,93657,2015,First Owner,Petrol,MANUAL,02/11/2021,3,43,456699
HondaCityVMT,132921,2010,First Owner,Petrol,MANUAL,27/09/2021,2,41,254199
MarutiVitaraBrezza,24367,2016,First Owner,Diesel,MANUAL,10/05/2021,1,42,761999
MarutiZenEstilo,46535,2010,First Owner,Petrol,MANUAL,24/03/2021,9,39,254853
HyundaiCreta1.4S,59352,2016,Second Owner,Diesel,Ch01,,7,44,785099
HyundaiXcentSX1.1,140044,2014,First Owner,Diesel,MANUAL,02/04/2021,20,45,284499
MarutiWagonR1.0,17291,2013,First Owner,Petrol,MANUAL,12/06/2021,6,45,376699
MarutiCelerioVXI,23897,2015,First Owner,Petrol,AUTOMATIC,03/09/2021,4,43,370199
MarutiVitaraBrezza,12581,2018,First Owner,Diesel,MANUAL,21/08/2021,5,49,887599
HyundaiNEWSANTROSPORTZ,7743,2019,First Owner,Petrol,UP32,Third_party,1,5,513299
HyundaiCreta1.6CRDISXPLUS,70349,2017,Second Owner,Diesel,AUTOMATIC,03/05/2021,3,46,891199
